rust_path	kind	rust_signature	disposition	python_path	exclusion_kind	rationale
jbotci_syntax::generated_model::TanruUnitAtomSyntax::base	field	TanruUnitAtomBaseSyntax	direct	jbotci.syntax.strict.TanruUnitAtomSyntax.base		
jbotci_syntax::generated_model::TanruUnitAtomSyntax::conversions	field	tuple[WithFreeModifiers[Token, FreeModifierSyntax], ...]	direct	jbotci.syntax.strict.TanruUnitAtomSyntax.conversions		
jbotci_syntax::generated_model::TanruUnitSyntax	type	product	direct	jbotci.syntax.strict.TanruUnitSyntax		
jbotci_syntax::generated_model::TanruUnitSyntax::assignments	field	tuple[ProBridiTanruUnitAssignmentSyntax, ...]	direct	jbotci.syntax.strict.TanruUnitSyntax.assignments		
jbotci_syntax::generated_model::TanruUnitSyntax::base	field	LinkedTanruUnitSyntax	direct	jbotci.syntax.strict.TanruUnitSyntax.base		
jbotci_syntax::generated_model::TeiLerfuWordSyntax	type	product	direct	jbotci.syntax.strict.TeiLerfuWordSyntax		
jbotci_syntax::generated_model::TeiLerfuWordSyntax::foi	field	Token	direct	jbotci.syntax.strict.TeiLerfuWordSyntax.foi		
jbotci_syntax::generated_model::TeiLerfuWordSyntax::letters	field	LetterStringSyntax	direct	jbotci.syntax.strict.TeiLerfuWordSyntax.letters		
jbotci_syntax::generated_model::TeiLerfuWordSyntax::tei	field	Token	direct	jbotci.syntax.strict.TeiLerfuWordSyntax.tei		
jbotci_syntax::generated_model::TenseModalAtomSyntax	type	sum	direct	jbotci.syntax.strict.TenseModalAtomSyntax		
jbotci_syntax::generated_model::TenseModalAtomSyntax::CompositeTense	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalAtomSyntaxCompositeTense		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalAtomSyntax::CompositeTense::composite_tense	field	CompositeTenseSyntax	direct	jbotci.syntax.strict.TenseModalAtomSyntaxCompositeTense.composite_tense		
jbotci_syntax::generated_model::TenseModalAtomSyntax::ExpTagAtomRun	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalAtomSyntaxExpTagAtomRun		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalAtomSyntax::ExpTagAtomRun::exp_tag_atom_run	field	ExpTagAtomRunSyntax	direct	jbotci.syntax.strict.TenseModalAtomSyntaxExpTagAtomRun.exp_tag_atom_run		
jbotci_syntax::generated_model::TenseModalAtomSyntax::FihoTense	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalAtomSyntaxFihoTense		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalAtomSyntax::FihoTense::fiho_tense	field	FihoTenseSyntax	direct	jbotci.syntax.strict.TenseModalAtomSyntaxFihoTense.fiho_tense		
jbotci_syntax::generated_model::TenseModalAtomSyntax::ModalTense	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalAtomSyntaxModalTense		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalAtomSyntax::ModalTense::modal_tense	field	ModalTenseSyntax	direct	jbotci.syntax.strict.TenseModalAtomSyntaxModalTense.modal_tense		
jbotci_syntax::generated_model::TenseModalAtomSyntax::StickyTense	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalAtomSyntaxStickyTense		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalAtomSyntax::StickyTense::sticky_tense	field	StickyTenseSyntax	direct	jbotci.syntax.strict.TenseModalAtomSyntaxStickyTense.sticky_tense		
jbotci_syntax::generated_model::TenseModalBodySyntax	type	sum	direct	jbotci.syntax.strict.TenseModalBodySyntax		
jbotci_syntax::generated_model::TenseModalBodySyntax::ConnectedTenseModal	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalBodySyntaxConnectedTenseModal		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalBodySyntax::ConnectedTenseModal::connected_tense_modal	field	ConnectedTenseModalSyntax	direct	jbotci.syntax.strict.TenseModalBodySyntaxConnectedTenseModal.connected_tense_modal		
jbotci_syntax::generated_model::TenseModalBodySyntax::TenseModalAtom	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalBodySyntaxTenseModalAtom		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalBodySyntax::TenseModalAtom::tense_modal_atom	field	TenseModalAtomSyntax	direct	jbotci.syntax.strict.TenseModalBodySyntaxTenseModalAtom.tense_modal_atom		
jbotci_syntax::generated_model::TenseModalBodySyntax::ZantufaTag	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalBodySyntaxZantufaTag		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalBodySyntax::ZantufaTag::zantufa_tag	field	ZantufaTagSyntax	direct	jbotci.syntax.strict.TenseModalBodySyntaxZantufaTag.zantufa_tag		
jbotci_syntax::generated_model::TenseModalConnectiveSyntax	type	sum	direct	jbotci.syntax.strict.TenseModalConnectiveSyntax		
jbotci_syntax::generated_model::TenseModalConnectiveSyntax::JekConnective	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalConnectiveSyntaxJekConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalConnectiveSyntax::JekConnective::jek_connective	field	JekConnectiveSyntax	direct	jbotci.syntax.strict.TenseModalConnectiveSyntaxJekConnective.jek_connective		
jbotci_syntax::generated_model::TenseModalConnectiveSyntax::JoikConnective	variant	Tuple	python-equivalent	jbotci.syntax.strict.TenseModalConnectiveSyntaxJoikConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TenseModalConnectiveSyntax::JoikConnective::joik_connective	field	JoikConnectiveSyntax	direct	jbotci.syntax.strict.TenseModalConnectiveSyntaxJoikConnective.joik_connective		
jbotci_syntax::generated_model::TenseModalSyntax	type	product	direct	jbotci.syntax.strict.TenseModalSyntax		
jbotci_syntax::generated_model::TenseModalSyntax::body	field	TenseModalBodySyntax	direct	jbotci.syntax.strict.TenseModalSyntax.body		
jbotci_syntax::generated_model::TenseTaggedLinkedSumtiSyntax	type	product	direct	jbotci.syntax.strict.TenseTaggedLinkedSumtiSyntax		
jbotci_syntax::generated_model::TenseTaggedLinkedSumtiSyntax::sumti	field	TaggedOrElidedSumtiSyntax	direct	jbotci.syntax.strict.TenseTaggedLinkedSumtiSyntax.sumti		
jbotci_syntax::generated_model::TenseTaggedLinkedSumtiSyntax::tense_modal	field	TenseModalSyntax	direct	jbotci.syntax.strict.TenseTaggedLinkedSumtiSyntax.tense_modal		
jbotci_syntax::generated_model::TermAfterthoughtConnectiveSyntax	type	sum	direct	jbotci.syntax.strict.TermAfterthoughtConnectiveSyntax		
jbotci_syntax::generated_model::TermAfterthoughtConnectiveSyntax::EkConnective	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermAfterthoughtConnectiveSyntaxEkConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermAfterthoughtConnectiveSyntax::EkConnective::ek_connective	field	EkConnectiveSyntax	direct	jbotci.syntax.strict.TermAfterthoughtConnectiveSyntaxEkConnective.ek_connective		
jbotci_syntax::generated_model::TermAfterthoughtConnectiveSyntax::JoikConnective	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermAfterthoughtConnectiveSyntaxJoikConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermAfterthoughtConnectiveSyntax::JoikConnective::joik_connective	field	JoikConnectiveSyntax	direct	jbotci.syntax.strict.TermAfterthoughtConnectiveSyntaxJoikConnective.joik_connective		
jbotci_syntax::generated_model::TermSyntax	type	sum	direct	jbotci.syntax.strict.TermSyntax		
jbotci_syntax::generated_model::TermSyntax::BareNaTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxBareNaTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::BareNaTerm::bare_na_term	field	BareNaTermSyntax	direct	jbotci.syntax.strict.TermSyntaxBareNaTerm.bare_na_term		
jbotci_syntax::generated_model::TermSyntax::ConnectedTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxConnectedTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::ConnectedTerm::connected_term	field	ConnectedTermSyntax	direct	jbotci.syntax.strict.TermSyntaxConnectedTerm.connected_term		
jbotci_syntax::generated_model::TermSyntax::ElidedNaheFihoTagTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxElidedNaheFihoTagTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::ElidedNaheFihoTagTerm::elided_nahe_fiho_tag_term	field	ElidedNaheFihoTagTermSyntax	direct	jbotci.syntax.strict.TermSyntaxElidedNaheFihoTagTerm.elided_nahe_fiho_tag_term		
jbotci_syntax::generated_model::TermSyntax::ExpSoiAdverbialTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxExpSoiAdverbialTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::ExpSoiAdverbialTerm::exp_soi_adverbial_term	field	ExpSoiAdverbialTermSyntax	direct	jbotci.syntax.strict.TermSyntaxExpSoiAdverbialTerm.exp_soi_adverbial_term		
jbotci_syntax::generated_model::TermSyntax::FihoiProposalAdverbialTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxFihoiProposalAdverbialTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::FihoiProposalAdverbialTerm::fihoi_proposal_adverbial_term	field	FihoiProposalAdverbialTermSyntax	direct	jbotci.syntax.strict.TermSyntaxFihoiProposalAdverbialTerm.fihoi_proposal_adverbial_term		
jbotci_syntax::generated_model::TermSyntax::ForethoughtTermset	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxForethoughtTermset		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::ForethoughtTermset::forethought_termset	field	ForethoughtTermsetSyntax	direct	jbotci.syntax.strict.TermSyntaxForethoughtTermset.forethought_termset		
jbotci_syntax::generated_model::TermSyntax::GekTermset	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxGekTermset		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::GekTermset::gek_termset	field	GekTermsetSyntax	direct	jbotci.syntax.strict.TermSyntaxGekTermset.gek_termset		
jbotci_syntax::generated_model::TermSyntax::JaiTaggedSumtiTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxJaiTaggedSumtiTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::JaiTaggedSumtiTerm::jai_tagged_sumti_term	field	JaiTaggedSumtiTermSyntax	direct	jbotci.syntax.strict.TermSyntaxJaiTaggedSumtiTerm.jai_tagged_sumti_term		
jbotci_syntax::generated_model::TermSyntax::KeTermset	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxKeTermset		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::KeTermset::ke_termset	field	KeTermsetSyntax	direct	jbotci.syntax.strict.TermSyntaxKeTermset.ke_termset		
jbotci_syntax::generated_model::TermSyntax::NaKuTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxNaKuTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::NaKuTerm::na_ku_term	field	NaKuTermSyntax	direct	jbotci.syntax.strict.TermSyntaxNaKuTerm.na_ku_term		
jbotci_syntax::generated_model::TermSyntax::NoihaAdverbialTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxNoihaAdverbialTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::NoihaAdverbialTerm::noiha_adverbial_term	field	NoihaAdverbialTermSyntax	direct	jbotci.syntax.strict.TermSyntaxNoihaAdverbialTerm.noiha_adverbial_term		
jbotci_syntax::generated_model::TermSyntax::NuhiTermset	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxNuhiTermset		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::NuhiTermset::nuhi_termset	field	NuhiTermsetSyntax	direct	jbotci.syntax.strict.TermSyntaxNuhiTermset.nuhi_termset		
jbotci_syntax::generated_model::TermSyntax::PeheTermsetConnection	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxPeheTermsetConnection		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::PeheTermsetConnection::pehe_termset_connection	field	PeheTermsetConnectionSyntax	direct	jbotci.syntax.strict.TermSyntaxPeheTermsetConnection.pehe_termset_connection		
jbotci_syntax::generated_model::TermSyntax::PlaceTaggedSumtiTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxPlaceTaggedSumtiTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::PlaceTaggedSumtiTerm::place_tagged_sumti_term	field	PlaceTaggedSumtiTermSyntax	direct	jbotci.syntax.strict.TermSyntaxPlaceTaggedSumtiTerm.place_tagged_sumti_term		
jbotci_syntax::generated_model::TermSyntax::StagBoundTermConnection	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxStagBoundTermConnection		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::StagBoundTermConnection::stag_bound_term_connection	field	StagBoundTermConnectionSyntax	direct	jbotci.syntax.strict.TermSyntaxStagBoundTermConnection.stag_bound_term_connection		
jbotci_syntax::generated_model::TermSyntax::SumtiTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxSumtiTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::SumtiTerm::sumti_term	field	SumtiTermSyntax	direct	jbotci.syntax.strict.TermSyntaxSumtiTerm.sumti_term		
jbotci_syntax::generated_model::TermSyntax::TaggedSumtiBeforeTagTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxTaggedSumtiBeforeTagTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::TaggedSumtiBeforeTagTerm::tagged_sumti_before_tag_term	field	TaggedSumtiBeforeTagTermSyntax	direct	jbotci.syntax.strict.TermSyntaxTaggedSumtiBeforeTagTerm.tagged_sumti_before_tag_term		
jbotci_syntax::generated_model::TermSyntax::TaggedSumtiTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxTaggedSumtiTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::TaggedSumtiTerm::tagged_sumti_term	field	TaggedSumtiTermSyntax	direct	jbotci.syntax.strict.TermSyntaxTaggedSumtiTerm.tagged_sumti_term		
jbotci_syntax::generated_model::TermSyntax::TermsetGroup	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxTermsetGroup		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::TermsetGroup::termset_group	field	TermsetGroupSyntax	direct	jbotci.syntax.strict.TermSyntaxTermsetGroup.termset_group		
jbotci_syntax::generated_model::TermSyntax::ZantufaGekTermset	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxZantufaGekTermset		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::ZantufaGekTermset::zantufa_gek_termset	field	ZantufaGekTermsetSyntax	direct	jbotci.syntax.strict.TermSyntaxZantufaGekTermset.zantufa_gek_termset		
jbotci_syntax::generated_model::TermSyntax::ZantufaJoikChainedPlaceTagTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxZantufaJoikChainedPlaceTagTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::ZantufaJoikChainedPlaceTagTerm::zantufa_joik_chained_place_tag_term	field	ZantufaJoikChainedPlaceTagTermSyntax	direct	jbotci.syntax.strict.TermSyntaxZantufaJoikChainedPlaceTagTerm.zantufa_joik_chained_place_tag_term		
jbotci_syntax::generated_model::TermSyntax::ZantufaXoiAdverbialTerm	variant	Tuple	python-equivalent	jbotci.syntax.strict.TermSyntaxZantufaXoiAdverbialTerm		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::TermSyntax::ZantufaXoiAdverbialTerm::zantufa_xoi_adverbial_term	field	ZantufaXoiAdverbialTermSyntax	direct	jbotci.syntax.strict.TermSyntaxZantufaXoiAdverbialTerm.zantufa_xoi_adverbial_term		
jbotci_syntax::generated_model::TermsFragmentSyntax	type	product	direct	jbotci.syntax.strict.TermsFragmentSyntax		
jbotci_syntax::generated_model::TermsFragmentSyntax::terms	field	tuple[TermSyntax, ...]	direct	jbotci.syntax.strict.TermsFragmentSyntax.terms		
jbotci_syntax::generated_model::TermsFragmentSyntax::vau	field	WithFreeModifiers[Token, FreeModifierSyntax] | None	direct	jbotci.syntax.strict.TermsFragmentSyntax.vau		
jbotci_syntax::generated_model::TermsetGroupContinuationSyntax	type	product	direct	jbotci.syntax.strict.TermsetGroupContinuationSyntax		
jbotci_syntax::generated_model::TermsetGroupContinuationSyntax::cehe	field	WithFreeModifiers[Token, FreeModifierSyntax]	direct	jbotci.syntax.strict.TermsetGroupContinuationSyntax.cehe		
jbotci_syntax::generated_model::TermsetGroupContinuationSyntax::trailing_term	field	NonabsTermSyntax	direct	jbotci.syntax.strict.TermsetGroupContinuationSyntax.trailing_term		
jbotci_syntax::generated_model::TermsetGroupSyntax	type	product	direct	jbotci.syntax.strict.TermsetGroupSyntax		
jbotci_syntax::generated_model::TermsetGroupSyntax::continuations	field	tuple[TermsetGroupContinuationSyntax, ...]	direct	jbotci.syntax.strict.TermsetGroupSyntax.continuations		
jbotci_syntax::generated_model::TermsetGroupSyntax::leading_term	field	LooseTermSyntax	direct	jbotci.syntax.strict.TermsetGroupSyntax.leading_term		
